1	30	0	1	1	-2	30	0	1	12	-1	30	0	4	4	2	30	0	4	5	-1	30	0	5	5	1	30	0	12	12	1	22	1	1	12	-2	0	1	12	12	-1	29	4	4	12	2	26	4	5	12	-1	5	5	5	12	1	18	12	12	12	
1	30	0	2	2	-2	30	0	2	12	-1	30	0	4	4	2	30	0	4	6	-1	30	0	6	6	1	30	0	12	12	1	24	2	2	12	-2	1	2	12	12	-1	29	4	4	12	2	27	4	6	12	-1	7	6	6	12	1	18	12	12	12	
1	30	0	1	1	-2	30	0	1	2	1	30	0	2	2	-1	30	0	5	5	2	30	0	5	6	-1	30	0	6	6	1	22	1	1	12	-2	19	1	2	12	1	24	2	2	12	-1	5	5	5	12	2	3	5	6	12	-1	7	6	6	12	
1	30	0	1	1	-2	30	0	1	3	1	30	0	3	3	-1	30	0	5	5	2	30	0	5	7	-1	30	0	7	7	1	22	1	1	12	-2	20	1	3	12	1	25	3	3	12	-1	5	5	5	12	2	4	5	7	12	-1	8	7	7	12	
1	30	0	3	3	-2	30	0	3	12	-1	30	0	4	4	2	30	0	4	7	-1	30	0	7	7	1	30	0	12	12	1	25	3	3	12	-2	2	3	12	12	-1	29	4	4	12	2	28	4	7	12	-1	8	7	7	12	1	18	12	12	12	
1	30	0	2	2	-2	30	0	2	3	1	30	0	3	3	-1	30	0	6	6	2	30	0	6	7	-1	30	0	7	7	1	24	2	2	12	-2	23	2	3	12	1	25	3	3	12	-1	7	6	6	12	2	6	6	7	12	-1	8	7	7	12	
1	30	0	1	1	-2	30	0	1	12	-1	30	0	8	8	2	30	0	8	9	-1	30	0	9	9	1	30	0	12	12	1	22	1	1	12	-2	0	1	12	12	-1	12	8	8	12	2	9	8	9	12	-1	15	9	9	12	1	18	12	12	12	
1	30	0	2	2	-2	30	0	2	12	-1	30	0	8	8	2	30	0	8	10	-1	30	0	10	10	1	30	0	12	12	1	24	2	2	12	-2	1	2	12	12	-1	12	8	8	12	2	10	8	10	12	-1	17	10	10	12	1	18	12	12	12	
1	30	0	1	1	-2	30	0	1	2	1	30	0	2	2	-1	30	0	9	9	2	30	0	9	10	-1	30	0	10	10	1	22	1	1	12	-2	19	1	2	12	1	24	2	2	12	-1	15	9	9	12	2	13	9	10	12	-1	17	10	10	12	
1	30	0	1	1	-2	30	0	1	3	1	30	0	3	3	-1	30	0	9	9	2	30	0	9	11	-1	30	0	11	11	1	22	1	1	12	-2	20	1	3	12	1	25	3	3	12	-1	15	9	9	12	2	14	9	11	12	-1	21	11	11	12	
1	30	0	3	3	-2	30	0	3	12	-1	30	0	8	8	2	30	0	8	11	-1	30	0	11	11	1	30	0	12	12	1	25	3	3	12	-2	2	3	12	12	-1	12	8	8	12	2	11	8	11	12	-1	21	11	11	12	1	18	12	12	12	
1	30	0	2	2	-2	30	0	2	3	1	30	0	3	3	-1	30	0	10	10	2	30	0	10	11	-1	30	0	11	11	1	24	2	2	12	-2	23	2	3	12	1	25	3	3	12	-1	17	10	10	12	2	16	10	11	12	-1	21	11	11	12	
