1	0	14	1	1	0	0	0	1	1	1	2	1	2	2	2	1	3	3	2	1	4	4	2	1	5	5	2	1	6	6	2	1	7	7	2	1	8	8	2	1	9	9	2	1	10	10	2	1	11	11	2	1	12	12	2	1	13	13	2	
1	1	14	1	1	1	0	2	1	2	1	2	1	3	2	2	1	4	3	2	1	5	4	2	1	6	5	2	1	7	6	2	1	8	7	2	1	9	8	2	1	10	9	2	1	11	10	2	1	12	11	2	1	13	12	2	0	14	14	3	
1	2	14	1	1	1	1	0	1	2	0	2	1	3	1	2	1	4	2	2	1	5	3	2	1	6	4	2	1	7	5	2	1	8	6	2	1	9	7	2	1	10	8	2	1	11	9	2	1	12	10	2	1	13	11	2	0	14	14	3	
1	3	14	1	1	3	0	2	1	2	1	2	1	4	1	2	1	5	2	2	1	6	3	2	1	7	4	2	1	8	5	2	1	9	6	2	1	10	7	2	1	11	8	2	1	12	9	2	1	13	10	2	0	14	14	3	0	14	14	3	
1	4	14	1	1	2	2	0	1	4	0	2	1	3	1	2	1	5	1	2	1	6	2	2	1	7	3	2	1	8	4	2	1	9	5	2	1	10	6	2	1	11	7	2	1	12	8	2	1	13	9	2	0	14	14	3	0	14	14	3	
1	5	14	1	1	5	0	2	1	4	1	2	1	3	2	2	1	6	1	2	1	7	2	2	1	8	3	2	1	9	4	2	1	10	5	2	1	11	6	2	1	12	7	2	1	13	8	2	0	14	14	3	0	14	14	3	0	14	14	3	
1	6	14	1	1	3	3	0	1	6	0	2	1	5	1	2	1	4	2	2	1	7	1	2	1	8	2	2	1	9	3	2	1	10	4	2	1	11	5	2	1	12	6	2	1	13	7	2	0	14	14	3	0	14	14	3	0	14	14	3	
1	7	14	1	1	7	0	2	1	6	1	2	1	5	2	2	1	4	3	2	1	8	1	2	1	9	2	2	1	10	3	2	1	11	4	2	1	12	5	2	1	13	6	2	0	14	14	3	0	14	14	3	0	14	14	3	0	14	14	3	
1	8	14	1	1	4	4	0	1	8	0	2	1	7	1	2	1	6	2	2	1	5	3	2	1	9	1	2	1	10	2	2	1	11	3	2	1	12	4	2	1	13	5	2	0	14	14	3	0	14	14	3	0	14	14	3	0	14	14	3	
1	9	14	1	1	9	0	2	1	8	1	2	1	7	2	2	1	6	3	2	1	5	4	2	1	10	1	2	1	11	2	2	1	12	3	2	1	13	4	2	0	14	14	3	0	14	14	3	0	14	14	3	0	14	14	3	0	14	14	3	
1	10	14	1	1	5	5	0	1	10	0	2	1	9	1	2	1	8	2	2	1	7	3	2	1	6	4	2	1	11	1	2	1	12	2	2	1	13	3	2	0	14	14	3	0	14	14	3	0	14	14	3	0	14	14	3	0	14	14	3	
1	11	14	1	1	11	0	2	1	10	1	2	1	9	2	2	1	8	3	2	1	7	4	2	1	6	5	2	1	12	1	2	1	13	2	2	0	14	14	3	0	14	14	3	0	14	14	3	0	14	14	3	0	14	14	3	0	14	14	3	
1	12	14	1	1	6	6	0	1	12	0	2	1	11	1	2	1	10	2	2	1	9	3	2	1	8	4	2	1	7	5	2	1	13	1	2	0	14	14	3	0	14	14	3	0	14	14	3	0	14	14	3	0	14	14	3	0	14	14	3	
1	14	14	1	1	0	14	0	1	1	14	2	1	2	14	2	1	3	14	2	1	4	14	2	1	5	14	2	1	6	14	2	1	7	14	2	1	8	14	2	1	9	14	2	1	10	14	2	1	11	14	2	1	12	14	2	1	13	14	2	
