1	12	12	12	1	1	11	0	12	0	1	11	1	0	0	1	11	2	1	0	1	11	3	2	0	1	11	4	3	0	1	11	5	4	0	1	11	6	5	0	1	11	7	6	0	1	11	8	7	0	1	11	9	8	0	1	11	10	9	0	
1	12	12	12	2	1	11	1	12	0	1	11	2	0	0	1	11	3	1	0	1	11	4	2	0	1	11	5	3	0	1	11	6	4	0	1	11	7	5	0	1	11	8	6	0	1	11	9	7	0	1	11	10	8	0	0	12	12	12	12	
1	12	12	12	3	1	11	2	12	0	1	11	3	0	0	1	11	4	1	0	1	11	5	2	0	1	11	6	3	0	1	11	7	4	0	1	11	8	5	0	1	11	9	6	0	1	11	10	7	0	0	12	12	12	12	0	12	12	12	12	
1	12	12	12	4	1	11	3	12	0	1	11	4	0	0	1	11	5	1	0	1	11	6	2	0	1	11	7	3	0	1	11	8	4	0	1	11	9	5	0	1	11	10	6	0	0	12	12	12	12	0	12	12	12	12	0	12	12	12	12	
1	12	12	12	5	1	11	4	12	0	1	11	5	0	0	1	11	6	1	0	1	11	7	2	0	1	11	8	3	0	1	11	9	4	0	1	11	10	5	0	0	12	12	12	12	0	12	12	12	12	0	12	12	12	12	0	12	12	12	12	
1	12	12	12	6	1	11	5	12	0	1	11	6	0	0	1	11	7	1	0	1	11	8	2	0	1	11	9	3	0	1	11	10	4	0	0	12	12	12	12	0	12	12	12	12	0	12	12	12	12	0	12	12	12	12	0	12	12	12	12	
1	12	12	12	7	1	11	6	12	0	1	11	7	0	0	1	11	8	1	0	1	11	9	2	0	1	11	10	3	0	0	12	12	12	12	0	12	12	12	12	0	12	12	12	12	0	12	12	12	12	0	12	12	12	12	0	12	12	12	12	
1	12	12	12	8	1	11	7	12	0	1	11	8	0	0	1	11	9	1	0	1	11	10	2	0	0	12	12	12	12	0	12	12	12	12	0	12	12	12	12	0	12	12	12	12	0	12	12	12	12	0	12	12	12	12	0	12	12	12	12	
1	12	12	12	9	1	11	8	12	0	1	11	9	0	0	1	11	10	1	0	0	12	12	12	12	0	12	12	12	12	0	12	12	12	12	0	12	12	12	12	0	12	12	12	12	0	12	12	12	12	0	12	12	12	12	0	12	12	12	12	
1	12	12	12	10	1	11	9	12	0	1	11	10	0	0	0	12	12	12	12	0	12	12	12	12	0	12	12	12	12	0	12	12	12	12	0	12	12	12	12	0	12	12	12	12	0	12	12	12	12	0	12	12	12	12	0	12	12	12	12	
1	12	12	12	11	1	11	10	12	0	0	12	12	12	12	0	12	12	12	12	0	12	12	12	12	0	12	12	12	12	0	12	12	12	12	0	12	12	12	12	0	12	12	12	12	0	12	12	12	12	0	12	12	12	12	0	12	12	12	12	
1	12	12	12	0	1	0	12	12	0	1	1	12	12	0	1	2	12	12	0	1	3	12	12	0	1	4	12	12	0	1	5	12	12	0	1	6	12	12	0	1	7	12	12	0	1	8	12	12	0	1	9	12	12	0	1	10	12	12	0	
