1	17	17	18	18	18	11	1	17	9	18	18	18	10	1	13	1	0	18	18	1	1	13	2	0	18	18	3	1	13	3	2	18	18	1	1	13	3	1	18	18	7	1	17	13	0	0	18	0	1	17	13	1	1	18	5	1	17	13	2	2	18	8	1	17	13	3	3	18	9	1	17	13	2	0	17	2	1	17	13	3	1	17	2	1	17	13	3	0	18	4	1	17	13	2	1	18	6	
1	17	8	17	18	18	11	1	17	9	18	18	18	21	1	13	1	0	18	18	14	1	13	2	0	18	18	15	1	13	3	2	18	18	14	1	13	3	1	18	18	18	1	17	13	0	0	18	12	1	17	13	1	1	18	17	1	17	13	2	2	18	19	1	17	13	3	3	18	20	1	17	13	3	2	17	2	1	17	13	1	0	17	13	1	17	13	3	0	18	16	1	17	13	2	1	18	16	
1	17	10	17	18	18	11	1	17	12	18	18	18	29	1	13	5	4	18	18	23	1	13	6	4	18	18	24	1	13	7	6	18	18	23	1	13	7	5	18	18	26	1	17	13	4	4	18	22	1	17	13	5	5	18	25	1	17	13	6	6	18	27	1	17	13	7	7	18	28	1	17	13	6	4	17	2	1	17	13	7	5	17	2	1	17	13	7	4	18	4	1	17	13	6	5	18	6	
1	17	11	17	18	18	11	1	17	12	18	18	18	37	1	13	5	4	18	18	31	1	13	6	4	18	18	32	1	13	7	6	18	18	31	1	13	7	5	18	18	34	1	17	13	4	4	18	30	1	17	13	5	5	18	33	1	17	13	6	6	18	35	1	17	13	7	7	18	36	1	17	13	7	6	17	2	1	17	13	5	4	17	13	1	17	13	7	4	18	16	1	17	13	6	5	18	16	
1	17	17	18	18	18	11	1	17	9	18	18	18	47	1	14	1	0	18	18	39	1	14	2	0	18	18	40	1	14	3	2	18	18	39	1	14	3	1	18	18	44	1	17	14	0	0	18	38	1	17	14	1	1	18	42	1	17	14	2	2	18	45	1	17	14	3	3	18	46	1	17	14	2	0	17	2	1	17	14	3	1	17	2	1	17	14	3	0	18	41	1	17	14	2	1	18	43	
1	17	8	17	18	18	11	1	17	9	18	18	18	56	1	14	1	0	18	18	49	1	14	2	0	18	18	50	1	14	3	2	18	18	49	1	14	3	1	18	18	53	1	17	14	0	0	18	48	1	17	14	1	1	18	52	1	17	14	2	2	18	54	1	17	14	3	3	18	55	1	17	14	3	2	17	2	1	17	14	1	0	17	13	1	17	14	3	0	18	51	1	17	14	2	1	18	51	
1	17	10	17	18	18	11	1	17	12	18	18	18	64	1	14	5	4	18	18	58	1	14	6	4	18	18	59	1	14	7	6	18	18	58	1	14	7	5	18	18	61	1	17	14	4	4	18	57	1	17	14	5	5	18	60	1	17	14	6	6	18	62	1	17	14	7	7	18	63	1	17	14	6	4	17	2	1	17	14	7	5	17	2	1	17	14	7	4	18	41	1	17	14	6	5	18	43	
1	17	11	17	18	18	11	1	17	12	18	18	18	72	1	14	5	4	18	18	66	1	14	6	4	18	18	67	1	14	7	6	18	18	66	1	14	7	5	18	18	69	1	17	14	4	4	18	65	1	17	14	5	5	18	68	1	17	14	6	6	18	70	1	17	14	7	7	18	71	1	17	14	7	6	17	2	1	17	14	5	4	17	13	1	17	14	7	4	18	51	1	17	14	6	5	18	51	
1	17	17	18	18	18	11	1	17	9	18	18	18	82	1	15	1	0	18	18	74	1	15	2	0	18	18	75	1	15	3	2	18	18	74	1	15	3	1	18	18	79	1	17	15	0	0	18	73	1	17	15	1	1	18	77	1	17	15	2	2	18	80	1	17	15	3	3	18	81	1	17	15	2	0	17	2	1	17	15	3	1	17	2	1	17	15	3	0	18	76	1	17	15	2	1	18	78	
1	17	8	17	18	18	11	1	17	9	18	18	18	91	1	15	1	0	18	18	84	1	15	2	0	18	18	85	1	15	3	2	18	18	84	1	15	3	1	18	18	88	1	17	15	0	0	18	83	1	17	15	1	1	18	87	1	17	15	2	2	18	89	1	17	15	3	3	18	90	1	17	15	3	2	17	2	1	17	15	1	0	17	13	1	17	15	3	0	18	86	1	17	15	2	1	18	86	
1	17	10	17	18	18	11	1	17	12	18	18	18	99	1	15	5	4	18	18	93	1	15	6	4	18	18	94	1	15	7	6	18	18	93	1	15	7	5	18	18	96	1	17	15	4	4	18	92	1	17	15	5	5	18	95	1	17	15	6	6	18	97	1	17	15	7	7	18	98	1	17	15	6	4	17	2	1	17	15	7	5	17	2	1	17	15	7	4	18	76	1	17	15	6	5	18	78	
1	17	11	17	18	18	11	1	17	12	18	18	18	107	1	15	5	4	18	18	101	1	15	6	4	18	18	102	1	15	7	6	18	18	101	1	15	7	5	18	18	104	1	17	15	4	4	18	100	1	17	15	5	5	18	103	1	17	15	6	6	18	105	1	17	15	7	7	18	106	1	17	15	7	6	17	2	1	17	15	5	4	17	13	1	17	15	7	4	18	86	1	17	15	6	5	18	86	
1	17	17	18	18	18	11	1	17	9	18	18	18	117	1	16	1	0	18	18	109	1	16	2	0	18	18	110	1	16	3	2	18	18	109	1	16	3	1	18	18	114	1	17	16	0	0	18	108	1	17	16	1	1	18	112	1	17	16	2	2	18	115	1	17	16	3	3	18	116	1	17	16	2	0	17	2	1	17	16	3	1	17	2	1	17	16	3	0	18	111	1	17	16	2	1	18	113	
1	17	8	17	18	18	11	1	17	9	18	18	18	126	1	16	1	0	18	18	119	1	16	2	0	18	18	120	1	16	3	2	18	18	119	1	16	3	1	18	18	123	1	17	16	0	0	18	118	1	17	16	1	1	18	122	1	17	16	2	2	18	124	1	17	16	3	3	18	125	1	17	16	3	2	17	2	1	17	16	1	0	17	13	1	17	16	3	0	18	121	1	17	16	2	1	18	121	
1	17	10	17	18	18	11	1	17	12	18	18	18	134	1	16	5	4	18	18	128	1	16	6	4	18	18	129	1	16	7	6	18	18	128	1	16	7	5	18	18	131	1	17	16	4	4	18	127	1	17	16	5	5	18	130	1	17	16	6	6	18	132	1	17	16	7	7	18	133	1	17	16	6	4	17	2	1	17	16	7	5	17	2	1	17	16	7	4	18	111	1	17	16	6	5	18	113	
1	17	11	17	18	18	11	1	17	12	18	18	18	142	1	16	5	4	18	18	136	1	16	6	4	18	18	137	1	16	7	6	18	18	136	1	16	7	5	18	18	139	1	17	16	4	4	18	135	1	17	16	5	5	18	138	1	17	16	6	6	18	140	1	17	16	7	7	18	141	1	17	16	7	6	17	2	1	17	16	5	4	17	13	1	17	16	7	4	18	121	1	17	16	6	5	18	121	
1	18	18	18	18	18	147	1	0	18	18	18	18	143	1	1	18	18	18	18	144	1	2	18	18	18	18	145	1	3	18	18	18	18	146	0	18	18	18	18	18	153	0	18	18	18	18	18	153	0	18	18	18	18	18	153	0	18	18	18	18	18	153	0	18	18	18	18	18	153	0	18	18	18	18	18	153	0	18	18	18	18	18	153	0	18	18	18	18	18	153	0	18	18	18	18	18	153	
1	18	18	18	18	18	152	1	4	18	18	18	18	148	1	5	18	18	18	18	149	1	6	18	18	18	18	150	1	7	18	18	18	18	151	0	18	18	18	18	18	153	0	18	18	18	18	18	153	0	18	18	18	18	18	153	0	18	18	18	18	18	153	0	18	18	18	18	18	153	0	18	18	18	18	18	153	0	18	18	18	18	18	153	0	18	18	18	18	18	153	0	18	18	18	18	18	153	
