1	15	0	10	10	2	7	3	4	7	2	15	3	5	7	-2	0	4	4	7	2	15	4	6	7	-2	0	5	5	7	-2	7	5	6	7	1	0	7	10	10	-1	12	10	10	10	
1	15	1	10	10	-2	7	3	3	7	2	0	3	4	7	-2	15	3	6	7	2	15	4	5	7	-2	7	5	5	7	2	0	5	6	7	1	7	7	10	10	-1	13	10	10	10	
1	15	2	10	10	-2	15	3	3	7	2	0	3	5	7	2	7	3	6	7	-2	15	4	4	7	2	7	4	5	7	-2	0	4	6	7	1	15	7	10	10	-1	14	10	10	10	
1	15	0	10	10	2	9	3	4	8	2	15	3	5	8	-2	8	4	4	8	2	15	4	6	8	-2	8	5	5	8	-2	9	5	6	8	1	8	8	10	10	-1	1	10	10	10	
1	15	1	10	10	-2	9	3	3	8	2	8	3	4	8	-2	15	3	6	8	2	15	4	5	8	-2	9	5	5	8	2	8	5	6	8	1	9	8	10	10	-1	2	10	10	10	
1	15	2	10	10	-2	15	3	3	8	2	8	3	5	8	2	9	3	6	8	-2	15	4	4	8	2	9	4	5	8	-2	8	4	6	8	1	15	8	10	10	-1	3	10	10	10	
1	15	0	10	10	2	11	3	4	9	2	15	3	5	9	-2	10	4	4	9	2	15	4	6	9	-2	10	5	5	9	-2	11	5	6	9	1	10	9	10	10	-1	4	10	10	10	
1	15	1	10	10	-2	11	3	3	9	2	10	3	4	9	-2	15	3	6	9	2	15	4	5	9	-2	11	5	5	9	2	10	5	6	9	1	11	9	10	10	-1	5	10	10	10	
1	15	2	10	10	-2	15	3	3	9	2	10	3	5	9	2	11	3	6	9	-2	15	4	4	9	2	11	4	5	9	-2	10	4	6	9	1	15	9	10	10	-1	6	10	10	10	
1	15	3	3	10	1	15	4	4	10	1	15	5	5	10	1	15	6	6	10	-1	15	10	10	10	0	15	10	10	10	0	15	10	10	10	0	15	10	10	10	0	15	10	10	10	
