1	0	10	1	1	0	0	0	1	1	1	2	1	2	2	2	1	3	3	2	1	4	4	2	1	5	5	2	1	6	6	2	1	7	7	2	1	8	8	2	1	9	9	2	
1	1	10	1	1	1	0	2	1	2	1	2	1	3	2	2	1	4	3	2	1	5	4	2	1	6	5	2	1	7	6	2	1	8	7	2	1	9	8	2	0	10	10	3	
1	2	10	1	1	1	1	0	1	2	0	2	1	3	1	2	1	4	2	2	1	5	3	2	1	6	4	2	1	7	5	2	1	8	6	2	1	9	7	2	0	10	10	3	
1	3	10	1	1	3	0	2	1	2	1	2	1	4	1	2	1	5	2	2	1	6	3	2	1	7	4	2	1	8	5	2	1	9	6	2	0	10	10	3	0	10	10	3	
1	4	10	1	1	2	2	0	1	4	0	2	1	3	1	2	1	5	1	2	1	6	2	2	1	7	3	2	1	8	4	2	1	9	5	2	0	10	10	3	0	10	10	3	
1	5	10	1	1	5	0	2	1	4	1	2	1	3	2	2	1	6	1	2	1	7	2	2	1	8	3	2	1	9	4	2	0	10	10	3	0	10	10	3	0	10	10	3	
1	6	10	1	1	3	3	0	1	6	0	2	1	5	1	2	1	4	2	2	1	7	1	2	1	8	2	2	1	9	3	2	0	10	10	3	0	10	10	3	0	10	10	3	
1	7	10	1	1	7	0	2	1	6	1	2	1	5	2	2	1	4	3	2	1	8	1	2	1	9	2	2	0	10	10	3	0	10	10	3	0	10	10	3	0	10	10	3	
1	8	10	1	1	4	4	0	1	8	0	2	1	7	1	2	1	6	2	2	1	5	3	2	1	9	1	2	0	10	10	3	0	10	10	3	0	10	10	3	0	10	10	3	
1	10	10	1	1	0	10	0	1	1	10	2	1	2	10	2	1	3	10	2	1	4	10	2	1	5	10	2	1	6	10	2	1	7	10	2	1	8	10	2	1	9	10	2	
