1	11	0	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	1	8	1	0	11	36	0	11	36	1	8	2	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	1	11	3	1	2	1	1	3	2	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	
0	11	36	0	11	36	0	11	36	1	11	0	0	11	36	0	11	36	1	8	5	0	11	36	0	11	36	1	8	6	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	1	11	7	1	2	5	1	3	6	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	
1	8	1	0	11	36	0	11	36	1	8	5	0	11	36	0	11	36	1	11	0	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	1	9	9	0	11	36	0	11	36	1	9	10	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	1	11	11	1	0	1	1	1	5	1	11	12	1	4	9	1	5	10	0	11	36	0	11	36	0	11	36	
1	8	2	0	11	36	0	11	36	1	8	6	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	1	11	0	0	11	36	0	11	36	1	9	14	0	11	36	0	11	36	1	9	15	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	1	11	16	1	0	2	1	1	6	1	11	17	1	4	14	1	5	15	0	11	36	0	11	36	0	11	36	
0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	1	9	9	0	11	36	0	11	36	1	9	14	0	11	36	0	11	36	1	11	0	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	1	10	19	0	11	36	0	11	36	1	10	20	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	1	11	21	1	2	9	1	3	14	1	11	22	1	6	19	1	7	20	
0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	1	9	10	0	11	36	0	11	36	1	9	15	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	1	11	0	0	11	36	0	11	36	1	10	24	0	11	36	0	11	36	1	10	25	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	1	11	26	1	2	10	1	3	15	1	11	27	1	6	24	1	7	25	
0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	1	10	19	0	11	36	0	11	36	1	10	24	0	11	36	0	11	36	1	11	0	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	1	11	29	1	4	19	1	5	24	
0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	1	10	20	0	11	36	0	11	36	1	10	25	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	1	11	0	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	1	11	31	1	4	20	1	5	25	
1	11	3	1	2	1	1	3	2	1	11	7	1	2	5	1	3	6	1	11	11	1	0	1	1	1	5	1	11	16	1	0	2	1	1	6	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	
0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	1	11	12	1	4	9	1	5	10	1	11	17	1	4	14	1	5	15	1	11	21	1	2	9	1	3	14	1	11	26	1	2	10	1	3	15	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	
0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	1	11	22	1	6	19	1	7	20	1	11	27	1	6	24	1	7	25	1	11	29	1	4	19	1	5	24	1	11	31	1	4	20	1	5	25	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	0	11	36	
