2	0	12	0	0	12	12	10	0	12	12	10	2	1	12	0	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	
0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	2	2	12	0	0	12	12	10	0	12	12	10	2	3	12	0	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	
0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	2	4	12	0	0	12	12	10	0	12	12	10	2	5	12	0	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	
0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	2	6	12	0	0	12	12	10	0	12	12	10	2	7	12	0	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	
0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	2	8	12	0	0	12	12	10	0	12	12	10	2	9	12	0	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	
0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	2	10	12	0	0	12	12	10	0	12	12	10	2	11	12	0	0	12	12	10	0	12	12	10	
0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	1	12	12	2	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	1	12	12	3	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	1	12	12	0	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	
1	3	12	2	1	7	12	0	1	5	12	3	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	1	0	12	2	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	1	0	12	3	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	1	0	12	0	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	
0	12	12	10	0	12	12	10	0	12	12	10	1	3	12	2	1	7	12	0	1	5	12	3	0	12	12	10	0	12	12	10	0	12	12	10	1	1	12	2	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	1	1	12	3	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	1	1	12	0	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	
0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	1	8	12	0	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	1	8	12	0	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	1	8	12	0	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	1	2	12	0	1	4	12	0	1	6	12	0	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	0	12	12	10	
