1	11	11	4	1	0	11	0	1	8	11	3	1	8	2	1	1	8	3	2	0	11	11	36	0	11	11	36	0	11	11	36	0	11	11	36	
1	11	11	8	1	1	11	0	1	8	11	7	1	8	2	5	1	8	3	6	0	11	11	36	0	11	11	36	0	11	11	36	0	11	11	36	
1	11	11	13	1	2	11	0	1	8	11	11	1	9	11	12	1	8	0	1	1	8	1	5	1	9	4	9	1	9	5	10	0	11	11	36	
1	11	11	18	1	3	11	0	1	8	11	16	1	9	11	17	1	8	0	2	1	8	1	6	1	9	4	14	1	9	5	15	0	11	11	36	
1	11	11	23	1	4	11	0	1	9	11	21	1	10	11	22	1	9	2	9	1	9	3	14	1	10	6	19	1	10	7	20	0	11	11	36	
1	11	11	28	1	5	11	0	1	9	11	26	1	10	11	27	1	9	2	10	1	9	3	15	1	10	6	24	1	10	7	25	0	11	11	36	
1	11	11	30	1	6	11	0	1	10	11	29	1	10	4	19	1	10	5	24	0	11	11	36	0	11	11	36	0	11	11	36	0	11	11	36	
1	11	11	32	1	7	11	0	1	10	11	31	1	10	4	20	1	10	5	25	0	11	11	36	0	11	11	36	0	11	11	36	0	11	11	36	
1	11	11	33	1	0	11	3	1	1	11	7	1	2	11	11	1	3	11	16	1	2	0	1	1	3	0	2	1	2	1	5	1	3	1	6	
1	11	11	34	1	2	11	12	1	3	11	17	1	4	11	21	1	5	11	26	1	4	2	9	1	5	2	10	1	4	3	14	1	5	3	15	
1	11	11	35	1	4	11	22	1	5	11	27	1	6	11	29	1	7	11	31	1	6	4	19	1	7	4	20	1	6	5	24	1	7	5	25	
