-1	4	0	4	4	17	18	2	59	0	4	5	17	17	-2	8	0	4	6	17	17	-2	88	0	4	6	18	18	2	51	0	4	7	17	18	-1	2	0	5	5	17	18	-2	51	0	5	6	17	18	2	8	0	5	7	17	17	-2	88	0	5	7	18	18	1	4	0	6	6	17	18	2	59	0	6	7	17	17	1	2	0	7	7	17	18	-1	88	12	18	18	18	18	1	87	17	18	18	18	18	
-1	54	0	4	4	17	18	2	56	0	4	5	17	17	2	88	0	4	5	18	18	-2	5	0	4	6	17	17	-2	0	0	4	7	17	18	1	54	0	5	5	17	18	-2	0	0	5	6	17	18	2	5	0	5	7	17	17	-1	52	0	6	6	17	18	2	56	0	6	7	17	17	-2	88	0	6	7	18	18	1	52	0	7	7	17	18	-1	88	13	18	18	18	18	1	12	17	18	18	18	18	
-1	3	0	8	8	17	18	2	57	0	8	9	17	17	-2	6	0	8	10	17	17	-2	88	0	8	10	18	18	2	51	0	8	11	17	18	-1	1	0	9	9	17	18	-2	51	0	9	10	17	18	2	6	0	9	11	17	17	-2	88	0	9	11	18	18	1	3	0	10	10	17	18	2	57	0	10	11	17	17	1	1	0	11	11	17	18	-1	88	14	18	18	18	18	1	16	16	17	18	18	18	
-1	55	0	8	8	17	18	2	58	0	8	9	17	17	2	88	0	8	9	18	18	-2	7	0	8	10	17	17	-2	0	0	8	11	17	18	1	55	0	9	9	17	18	-2	0	0	9	10	17	18	2	7	0	9	11	17	17	-1	53	0	10	10	17	18	2	58	0	10	11	17	17	-2	88	0	10	11	18	18	1	53	0	11	11	17	18	-1	88	15	18	18	18	18	1	29	16	17	18	18	18	
-1	22	1	4	4	17	18	2	65	1	4	5	17	17	-2	24	1	4	6	17	17	-2	88	1	4	6	18	18	2	60	1	4	7	17	18	-1	20	1	5	5	17	18	-2	60	1	5	6	17	18	2	24	1	5	7	17	17	-2	88	1	5	7	18	18	1	22	1	6	6	17	18	2	65	1	6	7	17	17	1	20	1	7	7	17	18	-1	88	12	18	18	18	18	1	9	17	18	18	18	18	
-1	63	1	4	4	17	18	2	66	1	4	5	17	17	2	88	1	4	5	18	18	-2	25	1	4	6	17	17	-2	19	1	4	7	17	18	1	63	1	5	5	17	18	-2	19	1	5	6	17	18	2	25	1	5	7	17	17	-1	61	1	6	6	17	18	2	66	1	6	7	17	17	-2	88	1	6	7	18	18	1	61	1	7	7	17	18	-1	88	13	18	18	18	18	1	13	17	18	18	18	18	
-1	23	1	8	8	17	18	2	67	1	8	9	17	17	-2	26	1	8	10	17	17	-2	88	1	8	10	18	18	2	60	1	8	11	17	18	-1	21	1	9	9	17	18	-2	60	1	9	10	17	18	2	26	1	9	11	17	17	-2	88	1	9	11	18	18	1	23	1	10	10	17	18	2	67	1	10	11	17	17	1	21	1	11	11	17	18	-1	88	14	18	18	18	18	1	17	16	17	18	18	18	
-1	64	1	8	8	17	18	2	68	1	8	9	17	17	2	88	1	8	9	18	18	-2	27	1	8	10	17	17	-2	19	1	8	11	17	18	1	64	1	9	9	17	18	-2	19	1	9	10	17	18	2	27	1	9	11	17	17	-1	62	1	10	10	17	18	2	68	1	10	11	17	17	-2	88	1	10	11	18	18	1	62	1	11	11	17	18	-1	88	15	18	18	18	18	1	30	16	17	18	18	18	
-1	36	2	4	4	17	18	2	74	2	4	5	17	17	-2	38	2	4	6	17	17	-2	88	2	4	6	18	18	2	69	2	4	7	17	18	-1	34	2	5	5	17	18	-2	69	2	5	6	17	18	2	38	2	5	7	17	17	-2	88	2	5	7	18	18	1	36	2	6	6	17	18	2	74	2	6	7	17	17	1	34	2	7	7	17	18	-1	88	12	18	18	18	18	1	10	17	18	18	18	18	
-1	72	2	4	4	17	18	2	75	2	4	5	17	17	2	88	2	4	5	18	18	-2	39	2	4	6	17	17	-2	33	2	4	7	17	18	1	72	2	5	5	17	18	-2	33	2	5	6	17	18	2	39	2	5	7	17	17	-1	70	2	6	6	17	18	2	75	2	6	7	17	17	-2	88	2	6	7	18	18	1	70	2	7	7	17	18	-1	88	13	18	18	18	18	1	14	17	18	18	18	18	
