1	24	2	30	30	-1	37	18	30	30	-1	0	24	24	30	-2	12	24	25	30	-2	26	24	26	30	1	0	25	25	30	-2	26	25	30	30	1	0	26	26	30	2	12	26	30	30	-1	0	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	
1	29	2	30	30	-1	37	19	30	30	1	12	24	24	30	-2	0	24	25	30	2	26	24	30	30	-1	12	25	25	30	-2	26	25	26	30	1	12	26	26	30	-2	0	26	30	30	-1	12	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	
1	37	2	30	30	-1	37	20	30	30	1	26	24	24	30	-2	0	24	26	30	-2	12	24	30	30	1	26	25	25	30	-2	12	25	26	30	2	0	25	30	30	-1	26	26	26	30	-1	26	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	
-1	32	0	24	24	-2	34	0	24	25	-2	37	0	24	26	1	32	0	25	25	-2	37	0	25	30	1	32	0	26	26	2	34	0	26	30	-1	32	0	30	30	1	36	3	30	30	-1	37	18	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	
1	34	0	24	24	-2	32	0	24	25	2	37	0	24	30	-1	34	0	25	25	-2	37	0	25	26	1	34	0	26	26	-2	32	0	26	30	-1	34	0	30	30	1	2	3	30	30	-1	37	19	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	
1	37	0	24	24	-2	32	0	24	26	-2	34	0	24	30	1	37	0	25	25	-2	34	0	25	26	2	32	0	25	30	-1	37	0	26	26	-1	37	0	30	30	1	37	3	30	30	-1	37	20	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	
-1	5	1	24	24	-2	6	1	24	25	-2	37	1	24	26	1	5	1	25	25	-2	37	1	25	30	1	5	1	26	26	2	6	1	26	30	-1	5	1	30	30	1	7	4	30	30	-1	37	18	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	
1	6	1	24	24	-2	5	1	24	25	2	37	1	24	30	-1	6	1	25	25	-2	37	1	25	26	1	6	1	26	26	-2	5	1	26	30	-1	6	1	30	30	1	8	4	30	30	-1	37	19	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	
1	37	1	24	24	-2	5	1	24	26	-2	6	1	24	30	1	37	1	25	25	-2	6	1	25	26	2	5	1	25	30	-1	37	1	26	26	-1	37	1	30	30	1	37	4	30	30	-1	37	20	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	
1	30	5	30	30	-1	37	21	30	30	-1	0	27	27	30	-2	12	27	28	30	-2	26	27	29	30	1	0	28	28	30	-2	26	28	30	30	1	0	29	29	30	2	12	29	30	30	-1	0	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	
1	31	5	30	30	-1	37	22	30	30	1	12	27	27	30	-2	0	27	28	30	2	26	27	30	30	-1	12	28	28	30	-2	26	28	29	30	1	12	29	29	30	-2	0	29	30	30	-1	12	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	
1	37	5	30	30	-1	37	23	30	30	1	26	27	27	30	-2	0	27	29	30	-2	12	27	30	30	1	26	28	28	30	-2	12	28	29	30	2	0	28	30	30	-1	26	29	29	30	-1	26	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	
-1	32	0	27	27	-2	34	0	27	28	-2	37	0	27	29	1	32	0	28	28	-2	37	0	28	30	1	32	0	29	29	2	34	0	29	30	-1	32	0	30	30	1	3	6	30	30	-1	37	21	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	
1	34	0	27	27	-2	32	0	27	28	2	37	0	27	30	-1	34	0	28	28	-2	37	0	28	29	1	34	0	29	29	-2	32	0	29	30	-1	34	0	30	30	1	4	6	30	30	-1	37	22	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	
1	37	0	27	27	-2	32	0	27	29	-2	34	0	27	30	1	37	0	28	28	-2	34	0	28	29	2	32	0	28	30	-1	37	0	29	29	-1	37	0	30	30	1	37	6	30	30	-1	37	23	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	
-1	5	1	27	27	-2	6	1	27	28	-2	37	1	27	29	1	5	1	28	28	-2	37	1	28	30	1	5	1	29	29	2	6	1	29	30	-1	5	1	30	30	1	9	7	30	30	-1	37	21	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	
1	6	1	27	27	-2	5	1	27	28	2	37	1	27	30	-1	6	1	28	28	-2	37	1	28	29	1	6	1	29	29	-2	5	1	29	30	-1	6	1	30	30	1	10	7	30	30	-1	37	22	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	
1	37	1	27	27	-2	5	1	27	29	-2	6	1	27	30	1	37	1	28	28	-2	6	1	28	29	2	5	1	28	30	-1	37	1	29	29	-1	37	1	30	30	1	37	7	30	30	-1	37	23	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	
1	24	8	30	30	-1	11	12	24	24	-2	14	12	24	25	1	11	12	25	25	1	11	12	26	26	2	14	12	26	30	-1	11	12	30	30	1	15	13	30	30	-1	1	24	24	30	-2	13	24	25	30	-2	27	24	26	30	1	1	25	25	30	-2	27	25	30	30	1	1	26	26	30	2	13	26	30	30	-1	1	30	30	30	
1	29	8	30	30	1	14	12	24	24	-2	11	12	24	25	-1	14	12	25	25	1	14	12	26	26	-2	11	12	26	30	-1	14	12	30	30	1	16	13	30	30	1	13	24	24	30	-2	1	24	25	30	2	27	24	30	30	-1	13	25	25	30	-2	27	25	26	30	1	13	26	26	30	-2	1	26	30	30	-1	13	30	30	30	
1	37	8	30	30	-2	11	12	24	26	-2	14	12	24	30	-2	14	12	25	26	2	11	12	25	30	1	27	24	24	30	-2	1	24	26	30	-2	13	24	30	30	1	27	25	25	30	-2	13	25	26	30	2	1	25	30	30	-1	27	26	26	30	-1	27	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	
1	36	10	30	30	-1	19	15	24	24	-2	20	15	24	25	1	19	15	25	25	1	19	15	26	26	2	20	15	26	30	-1	19	15	30	30	1	21	16	30	30	-1	33	24	24	30	-2	35	24	25	30	-2	28	24	26	30	1	33	25	25	30	-2	28	25	30	30	1	33	26	26	30	2	35	26	30	30	-1	33	30	30	30	
1	2	10	30	30	1	20	15	24	24	-2	19	15	24	25	-1	20	15	25	25	1	20	15	26	26	-2	19	15	26	30	-1	20	15	30	30	1	22	16	30	30	1	35	24	24	30	-2	33	24	25	30	2	28	24	30	30	-1	35	25	25	30	-2	28	25	26	30	1	35	26	26	30	-2	33	26	30	30	-1	35	30	30	30	
1	37	10	30	30	-2	19	15	24	26	-2	20	15	24	30	-2	20	15	25	26	2	19	15	25	30	1	28	24	24	30	-2	33	24	26	30	-2	35	24	30	30	1	28	25	25	30	-2	35	25	26	30	2	33	25	30	30	-1	28	26	26	30	-1	28	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	
1	30	9	30	30	-1	11	12	27	27	-2	14	12	27	28	1	11	12	28	28	1	11	12	29	29	2	14	12	29	30	-1	11	12	30	30	1	17	14	30	30	-1	1	27	27	30	-2	13	27	28	30	-2	27	27	29	30	1	1	28	28	30	-2	27	28	30	30	1	1	29	29	30	2	13	29	30	30	-1	1	30	30	30	
1	31	9	30	30	1	14	12	27	27	-2	11	12	27	28	-1	14	12	28	28	1	14	12	29	29	-2	11	12	29	30	-1	14	12	30	30	1	18	14	30	30	1	13	27	27	30	-2	1	27	28	30	2	27	27	30	30	-1	13	28	28	30	-2	27	28	29	30	1	13	29	29	30	-2	1	29	30	30	-1	13	30	30	30	
1	37	9	30	30	-2	11	12	27	29	-2	14	12	27	30	-2	14	12	28	29	2	11	12	28	30	1	27	27	27	30	-2	1	27	29	30	-2	13	27	30	30	1	27	28	28	30	-2	13	28	29	30	2	1	28	30	30	-1	27	29	29	30	-1	27	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	
1	3	11	30	30	-1	19	15	27	27	-2	20	15	27	28	1	19	15	28	28	1	19	15	29	29	2	20	15	29	30	-1	19	15	30	30	1	23	17	30	30	-1	33	27	27	30	-2	35	27	28	30	-2	28	27	29	30	1	33	28	28	30	-2	28	28	30	30	1	33	29	29	30	2	35	29	30	30	-1	33	30	30	30	
1	4	11	30	30	1	20	15	27	27	-2	19	15	27	28	-1	20	15	28	28	1	20	15	29	29	-2	19	15	29	30	-1	20	15	30	30	1	25	17	30	30	1	35	27	27	30	-2	33	27	28	30	2	28	27	30	30	-1	35	28	28	30	-2	28	28	29	30	1	35	29	29	30	-2	33	29	30	30	-1	35	30	30	30	
1	37	11	30	30	-2	19	15	27	29	-2	20	15	27	30	-2	20	15	28	29	2	19	15	28	30	1	28	27	27	30	-2	33	27	29	30	-2	35	27	30	30	1	28	28	28	30	-2	35	28	29	30	2	33	28	30	30	-1	28	29	29	30	-1	28	30	30	30	0	37	30	30	30	0	37	30	30	30	0	37	30	30	30	
