0	0	0	2	2	2	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33	33	33	7	33	6	33	33	33	33	33	33	7	33	6	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	
33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	
30	30	30	26	24	25	30	30	30	30	30	30	29	27	28	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	
30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	
0	0	0	-2	-1	-2	0	0	0	0	0	0	-2	-1	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33	33	33	33	7	7	33	33	33	33	33	33	33	7	7	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	
33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	
30	30	30	25	30	24	30	30	30	30	30	30	28	30	27	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	
30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	
0	0	0	-1	-2	1	0	0	0	0	0	0	-1	-2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33	33	33	6	6	33	33	33	33	33	33	33	6	6	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	
33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	
30	30	30	30	26	24	30	30	30	30	30	30	30	29	27	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	
30	30	30	30	30	24	30	30	30	30	30	30	30	30	27	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	
0	0	0	-2	-2	1	0	0	0	0	0	0	-2	-2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	
33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	
30	30	30	24	25	25	30	30	30	30	30	30	27	28	28	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	
30	30	30	26	26	25	30	30	30	30	30	30	29	29	28	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	
0	0	0	-1	1	-1	0	0	0	0	0	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33	33	33	6	7	33	33	33	33	33	33	33	6	7	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	
33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	
30	30	30	24	24	26	30	30	30	30	30	30	27	27	29	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	
30	30	30	24	24	26	30	30	30	30	30	30	27	27	29	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	
0	0	0	1	-1	-2	0	0	0	0	0	0	1	-1	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33	33	33	6	7	6	33	33	33	33	33	33	6	7	6	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	
33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	
30	30	30	25	25	24	30	30	30	30	30	30	28	28	27	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	
30	30	30	25	25	26	30	30	30	30	30	30	28	28	29	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	
0	0	0	1	1	-2	0	0	0	0	0	0	1	1	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33	33	33	6	7	7	33	33	33	33	33	33	6	7	7	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	
33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	
30	30	30	26	26	25	30	30	30	30	30	30	29	29	28	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	
30	30	30	26	26	26	30	30	30	30	30	30	29	29	29	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	
0	0	0	-2	-2	-1	0	0	0	0	0	0	-2	-2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33	33	33	7	6	33	33	33	33	33	33	33	7	6	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	
33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	
30	30	30	24	24	30	30	30	30	30	30	30	27	27	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	
30	30	30	25	25	30	30	30	30	30	30	30	28	28	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	
0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	
33	33	33	33	33	33	13	33	12	33	33	33	33	33	33	13	33	12	33	33	33	33	33	33	33	33	33	33	33	33	
33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	
30	30	30	30	30	30	26	24	25	30	30	30	30	30	30	29	27	28	30	30	30	30	30	30	30	30	30	30	30	30	
30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	
0	0	0	0	0	0	-2	-1	-2	0	0	0	0	0	0	-2	-1	-2	0	0	0	0	0	0	0	0	0	0	0	0	
33	33	33	33	33	33	33	13	13	33	33	33	33	33	33	33	13	13	33	33	33	33	33	33	33	33	33	33	33	33	
33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	
30	30	30	30	30	30	25	30	24	30	30	30	30	30	30	28	30	27	30	30	30	30	30	30	30	30	30	30	30	30	
30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	
0	0	0	0	0	0	-1	-2	1	0	0	0	0	0	0	-1	-2	1	0	0	0	0	0	0	0	0	0	0	0	0	
33	33	33	33	33	33	12	12	33	33	33	33	33	33	33	12	12	33	33	33	33	33	33	33	33	33	33	33	33	33	
33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	
30	30	30	30	30	30	30	26	24	30	30	30	30	30	30	30	29	27	30	30	30	30	30	30	30	30	30	30	30	30	
30	30	30	30	30	30	30	30	24	30	30	30	30	30	30	30	30	27	30	30	30	30	30	30	30	30	30	30	30	30	
