1	13	1	2	0	0	0	13	3	2	1	2	0	13	3	0	13	3	2	2	2	0	13	3	0	13	3	2	3	2	0	13	3	0	13	3	2	4	2	0	13	3	0	13	3	2	5	2	0	13	3	0	13	3	2	6	2	0	13	3	0	13	3	2	7	2	0	13	3	0	13	3	2	8	2	0	13	3	0	13	3	2	9	2	0	13	3	0	13	3	2	10	2	0	13	3	0	13	3	2	11	2	0	13	3	0	13	3	2	12	2	0	13	3	0	13	3	
1	1	2	0	13	3	0	13	3	1	13	1	1	0	2	1	2	2	1	1	2	1	3	2	0	13	3	1	2	2	1	4	2	0	13	3	1	3	2	1	5	2	0	13	3	1	4	2	1	6	2	0	13	3	1	5	2	1	7	2	0	13	3	1	6	2	1	8	2	0	13	3	1	7	2	1	9	2	0	13	3	1	8	2	1	10	2	0	13	3	1	9	2	1	11	2	0	13	3	1	10	2	1	12	2	0	13	3	1	11	2	0	13	3	0	13	3	
1	2	2	0	13	3	0	13	3	2	1	0	1	3	2	0	13	3	1	13	1	1	0	2	1	4	2	1	1	2	1	5	2	0	13	3	1	2	2	1	6	2	0	13	3	1	3	2	1	7	2	0	13	3	1	4	2	1	8	2	0	13	3	1	5	2	1	9	2	0	13	3	1	6	2	1	10	2	0	13	3	1	7	2	1	11	2	0	13	3	1	8	2	1	12	2	0	13	3	1	9	2	0	13	3	0	13	3	1	10	2	0	13	3	0	13	3	
1	3	2	0	13	3	0	13	3	1	2	2	1	4	2	0	13	3	1	1	2	1	5	2	0	13	3	1	13	1	1	0	2	1	6	2	1	1	2	1	7	2	0	13	3	1	2	2	1	8	2	0	13	3	1	3	2	1	9	2	0	13	3	1	4	2	1	10	2	0	13	3	1	5	2	1	11	2	0	13	3	1	6	2	1	12	2	0	13	3	1	7	2	0	13	3	0	13	3	1	8	2	0	13	3	0	13	3	1	9	2	0	13	3	0	13	3	
1	4	2	0	13	3	0	13	3	1	3	2	1	5	2	0	13	3	2	2	0	1	6	2	0	13	3	1	1	2	1	7	2	0	13	3	1	13	1	1	0	2	1	8	2	1	1	2	1	9	2	0	13	3	1	2	2	1	10	2	0	13	3	1	3	2	1	11	2	0	13	3	1	4	2	1	12	2	0	13	3	1	5	2	0	13	3	0	13	3	1	6	2	0	13	3	0	13	3	1	7	2	0	13	3	0	13	3	1	8	2	0	13	3	0	13	3	
1	5	2	0	13	3	0	13	3	1	4	2	1	6	2	0	13	3	1	3	2	1	7	2	0	13	3	1	2	2	1	8	2	0	13	3	1	1	2	1	9	2	0	13	3	1	13	1	1	0	2	1	10	2	1	1	2	1	11	2	0	13	3	1	2	2	1	12	2	0	13	3	1	3	2	0	13	3	0	13	3	1	4	2	0	13	3	0	13	3	1	5	2	0	13	3	0	13	3	1	6	2	0	13	3	0	13	3	1	7	2	0	13	3	0	13	3	
1	6	2	0	13	3	0	13	3	1	5	2	1	7	2	0	13	3	1	4	2	1	8	2	0	13	3	2	3	0	1	9	2	0	13	3	1	2	2	1	10	2	0	13	3	1	1	2	1	11	2	0	13	3	1	13	1	1	0	2	1	12	2	1	1	2	0	13	3	0	13	3	1	2	2	0	13	3	0	13	3	1	3	2	0	13	3	0	13	3	1	4	2	0	13	3	0	13	3	1	5	2	0	13	3	0	13	3	1	6	2	0	13	3	0	13	3	
1	7	2	0	13	3	0	13	3	1	6	2	1	8	2	0	13	3	1	5	2	1	9	2	0	13	3	1	4	2	1	10	2	0	13	3	1	3	2	1	11	2	0	13	3	1	2	2	1	12	2	0	13	3	1	1	2	0	13	3	0	13	3	1	13	1	1	0	2	0	13	3	1	1	2	0	13	3	0	13	3	1	2	2	0	13	3	0	13	3	1	3	2	0	13	3	0	13	3	1	4	2	0	13	3	0	13	3	1	5	2	0	13	3	0	13	3	
1	8	2	0	13	3	0	13	3	1	7	2	1	9	2	0	13	3	1	6	2	1	10	2	0	13	3	1	5	2	1	11	2	0	13	3	2	4	0	1	12	2	0	13	3	1	3	2	0	13	3	0	13	3	1	2	2	0	13	3	0	13	3	1	1	2	0	13	3	0	13	3	1	13	1	1	0	2	0	13	3	1	1	2	0	13	3	0	13	3	1	2	2	0	13	3	0	13	3	1	3	2	0	13	3	0	13	3	1	4	2	0	13	3	0	13	3	
1	9	2	0	13	3	0	13	3	1	8	2	1	10	2	0	13	3	1	7	2	1	11	2	0	13	3	1	6	2	1	12	2	0	13	3	1	5	2	0	13	3	0	13	3	1	4	2	0	13	3	0	13	3	1	3	2	0	13	3	0	13	3	1	2	2	0	13	3	0	13	3	1	1	2	0	13	3	0	13	3	1	13	1	1	0	2	0	13	3	1	1	2	0	13	3	0	13	3	1	2	2	0	13	3	0	13	3	1	3	2	0	13	3	0	13	3	
