-2	11	0	12	13	-2	20	0	12	14	2	0	0	13	13	-2	20	0	13	15	2	0	0	14	14	2	11	0	14	15	-1	0	0	16	16	1	13	5	16	16	-1	20	10	16	16	
2	11	0	12	12	-2	0	0	12	13	2	20	0	12	15	-2	20	0	13	14	2	11	0	14	14	-2	0	0	14	15	-1	11	0	16	16	1	14	5	16	16	-1	20	11	16	16	
2	20	0	12	12	-2	0	0	12	14	-2	11	0	12	15	2	20	0	13	13	-2	11	0	13	14	2	0	0	13	15	-1	20	0	16	16	1	20	5	16	16	-1	20	16	16	16	
-2	16	1	12	13	-2	20	1	12	14	2	15	1	13	13	-2	20	1	13	15	2	15	1	14	14	2	16	1	14	15	-1	15	1	16	16	1	17	6	16	16	-1	20	10	16	16	
2	16	1	12	12	-2	15	1	12	13	2	20	1	12	15	-2	20	1	13	14	2	16	1	14	14	-2	15	1	14	15	-1	16	1	16	16	1	18	6	16	16	-1	20	11	16	16	
2	20	1	12	12	-2	15	1	12	14	-2	16	1	12	15	2	20	1	13	13	-2	16	1	13	14	2	15	1	13	15	-1	20	1	16	16	1	20	6	16	16	-1	20	16	16	16	
-2	1	2	12	13	-2	20	2	12	14	2	19	2	13	13	-2	20	2	13	15	2	19	2	14	14	2	1	2	14	15	-1	19	2	16	16	1	2	7	16	16	-1	20	10	16	16	
2	1	2	12	12	-2	19	2	12	13	2	20	2	12	15	-2	20	2	13	14	2	1	2	14	14	-2	19	2	14	15	-1	1	2	16	16	1	3	7	16	16	-1	20	11	16	16	
2	20	2	12	12	-2	19	2	12	14	-2	1	2	12	15	2	20	2	13	13	-2	1	2	13	14	2	19	2	13	15	-1	20	2	16	16	1	20	7	16	16	-1	20	16	16	16	
-2	5	3	12	13	-2	20	3	12	14	2	4	3	13	13	-2	20	3	13	15	2	4	3	14	14	2	5	3	14	15	-1	4	3	16	16	1	6	8	16	16	-1	20	10	16	16	
2	5	3	12	12	-2	4	3	12	13	2	20	3	12	15	-2	20	3	13	14	2	5	3	14	14	-2	4	3	14	15	-1	5	3	16	16	1	7	8	16	16	-1	20	11	16	16	
2	20	3	12	12	-2	4	3	12	14	-2	5	3	12	15	2	20	3	13	13	-2	5	3	13	14	2	4	3	13	15	-1	20	3	16	16	1	20	8	16	16	-1	20	16	16	16	
-2	9	4	12	13	-2	20	4	12	14	2	8	4	13	13	-2	20	4	13	15	2	8	4	14	14	2	9	4	14	15	-1	8	4	16	16	1	10	9	16	16	-1	20	10	16	16	
2	9	4	12	12	-2	8	4	12	13	2	20	4	12	15	-2	20	4	13	14	2	9	4	14	14	-2	8	4	14	15	-1	9	4	16	16	1	12	9	16	16	-1	20	11	16	16	
2	20	4	12	12	-2	8	4	12	14	-2	9	4	12	15	2	20	4	13	13	-2	9	4	13	14	2	8	4	13	15	-1	20	4	16	16	1	20	9	16	16	-1	20	16	16	16	
1	20	12	12	16	1	20	13	13	16	1	20	14	14	16	1	20	15	15	16	-1	20	16	16	16	0	20	16	16	16	0	20	16	16	16	0	20	16	16	16	0	20	16	16	16	
